qacc	Entry	qlen	slen	length	score	bitscore	evalue	pident	nident	mismatch	positive	gaps	gapopen	Tax_ID	stitle
M01323:399:000000000-B29GY:1:1102:9921:3305	NR_126306	429	1403	429	405	749.0	0.0	98.135	421	8	421	0	0	1470434	Zhongshania aliphaticivorans strain SM-2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:9921:3305	NR_108450	429	1501	429	402	743.0	0.0	97.902	420	9	420	0	0	641702	Zhongshania antarctica strain ZS5-23 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:9921:3305	NR_118015	429	1495	430	372	688.0	0.0	95.581	411	17	411	2	2	354246	Spongiibacter marinus strain DSM 17750 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:9921:3305	NR_042454	429	1452	430	372	688.0	0.0	95.581	411	17	411	2	2	354246	Spongiibacter marinus strain HAL40b 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:9921:3305	NR_118016	429	1495	429	366	676.0	0.0	95.105	408	21	408	0	0	1122224	Spongiibacter marinus DSM 19753 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:9921:3305	NR_042990	429	1470	429	366	676.0	0.0	95.105	408	21	408	0	0	354246	Spongiibacter marinus strain 5IX/A01/131 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:9921:3305	NR_118017	429	1497	430	354	654.0	0.0	94.186	405	23	405	2	2	454602	Spongiibacter tropicus strain DSM 19543 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:9921:3305	NR_116117	429	1406	430	354	654.0	0.0	94.186	405	23	405	2	2	454602	Spongiibacter tropicus strain CL-CB221 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:21690:3325	NR_102485	430	1555	430	349	645.0	0.0	93.721	403	27	403	0	0	862908	Halobacteriovorax marinus SJ 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:21690:3325	NR_028723	430	1464	430	349	645.0	0.0	93.721	403	27	403	0	0	862908	Halobacteriovorax marinus SJ 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:21690:3325	NR_115141	430	1102	430	349	645.0	0.0	93.721	403	27	403	0	0	862908	Halobacteriovorax marinus SJ 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:21690:3325	NR_028724	430	1475	430	316	584.0	1.2099999999999998e-166	91.163	392	38	392	0	0	97089	Halobacteriovorax litoralis strain JS5 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:21690:3325	NR_042023	430	1331	436	310	573.0	2.6099999999999995e-163	90.82600000000001	396	28	396	12	12	960	Bacteriovorax stolpii strain DSM 12778 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:21690:3325	NR_115142	430	1098	436	310	573.0	2.6099999999999995e-163	90.82600000000001	396	28	396	12	12	960	Bacteriovorax stolpii strain Uki2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:21690:3325	NR_024943	430	1457	432	259	479.0	5.859999999999998e-135	87.037	376	47	376	9	8	28202	Peredibacter starrii strain A3.12 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:21690:3325	NR_075013	430	1558	432	241	446.0	5.949999999999999e-125	85.417	369	59	369	4	4	338963	Pelobacter carbinolicus DSM 2380 16S ribosomal RNA, complete sequence
M01323:399:000000000-B29GY:1:1102:21690:3325	NR_043213	430	1516	435	235	435.0	1.2899999999999997e-121	85.057	370	55	370	10	10	304413	Desulfuromonas svalbardensis strain 112 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:21690:3325	NR_074940	430	1547	433	232	429.0	5.989999999999999e-120	84.758	367	60	367	6	6	351605	Geobacter uraniireducens Rf4 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11649:3363	NR_153748	404	1388	404	365	675.0	0.0	96.78200000000001	391	13	391	0	0	1888912	Primorskyibacter aestuariivivens strain OITF-36 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11649:3363	NR_151927	404	1429	404	365	675.0	0.0	96.78200000000001	391	13	391	0	0	1569283	Seohaeicola zhoushanensis strain NF48 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11649:3363	NR_115911	404	1294	404	359	664.0	0.0	96.287	389	15	389	0	0	52603	Sagittula stellata strain DSM 11524 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11649:3363	NR_149300	404	1373	404	356	658.0	0.0	96.04	388	16	388	0	0	1673631	Maliponia aquimaris strain MM-10 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11649:3363	NR_114115	404	1388	404	356	658.0	0.0	96.04	388	16	388	0	0	195913	Loktanella salsilacus strain NBRC 102486 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11649:3363	NR_115894	404	1306	404	356	658.0	0.0	96.04	388	16	388	0	0	195913	Loktanella salsilacus strain LMG21507 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11649:3363	NR_041390	404	1394	404	356	658.0	0.0	96.04	388	16	388	0	0	366533	Loktanella atrilutea strain IG8 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11649:3363	NR_025539	404	1415	404	356	658.0	0.0	96.04	388	16	388	0	0	195913	Loktanella salsilacus strain R-8904 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11649:3363	NR_026016	404	1373	404	356	658.0	0.0	96.04	388	16	388	0	0	388399	Sagittula stellata E-37 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11649:3363	NR_158155	404	1409	404	353	652.0	0.0	95.792	387	17	387	0	0	1852029	Aquicoccus porphyridii strain L1 8-17 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18938:3419	NR_044837	429	1462	429	429	793.0	0.0	100.0	429	0	429	0	0	1117315	Pseudoalteromonas haloplanktis ATCC 14393 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18938:3419	NR_114188	429	1461	429	429	793.0	0.0	100.0	429	0	429	0	0	28109	Pseudoalteromonas nigrifaciens strain NBRC 103036 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18938:3419	NR_025654	429	1506	429	429	793.0	0.0	100.0	429	0	429	0	0	166934	Pseudoalteromonas paragorgicola strain KMM 3548 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18938:3419	NR_025509	429	1505	429	429	793.0	0.0	100.0	429	0	429	0	0	1312369	Pseudoalteromonas agarivorans DSM 14585 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18938:3419	NR_114436	429	1458	429	429	793.0	0.0	100.0	429	0	429	0	0	77608	Pseudoalteromonas distincta strain KMM 638 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18938:3419	NR_028722	429	1494	429	429	793.0	0.0	100.0	429	0	429	0	0	81037	Pseudoalteromonas elyakovii strain KMM 162 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18938:3419	NR_026222	429	1436	429	429	793.0	0.0	100.0	429	0	429	0	0	28109	Pseudoalteromonas nigrifaciens strain NCIMB 8614 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18938:3419	NR_114191	429	1393	426	426	787.0	0.0	100.0	426	0	426	0	0	43660	Pseudoalteromonas undina strain NBRC 103039 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18938:3419	NR_114187	429	1459	426	426	787.0	0.0	100.0	426	0	426	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain NBRC 103034 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18938:3419	NR_114186	429	1461	426	426	787.0	0.0	100.0	426	0	426	0	0	288	Pseudoalteromonas atlantica strain NBRC 103033 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11621:3428	NR_156912	404	1413	411	147	272.0	9.989999999999999e-73	79.075	325	75	325	11	10	1450156	Defluviitalea raffinosedens strain A6 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11621:3428	NR_117912	404	1495	411	147	272.0	9.989999999999999e-73	79.075	325	75	325	11	11	879970	Defluviitalea saccharophila strain LIND6LT2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11621:3428	NR_148837	404	1520	409	146	270.0	3.589999999999999e-72	78.973	323	76	323	10	10	1675854	Abyssivirga alkaniphila strain L81 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11621:3428	NR_117645	404	1444	409	146	270.0	3.589999999999999e-72	78.973	323	76	323	10	10	1185412	Vallitalea guaymasensis strain Ra1766G1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11621:3428	NR_108636	404	1497	408	146	270.0	3.589999999999999e-72	78.922	322	78	322	8	8	682400	Natranaerovirga pectinivora strain AP3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11621:3428	NR_117690	404	1499	406	140	259.0	7.78e-69	78.325	318	84	318	4	4	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11621:3428	NR_117689	404	1518	406	140	259.0	7.78e-69	78.325	318	84	318	4	4	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11621:3428	NR_117688	404	1500	406	140	259.0	7.78e-69	78.325	318	84	318	4	4	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11621:3428	NR_117687	404	1500	406	140	259.0	7.78e-69	78.325	318	84	318	4	4	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11621:3428	NR_025390	404	1487	408	137	254.0	3.62e-67	78.186	319	81	319	8	8	115544	Parasporobacterium paucivorans strain SYR1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11274:3440	NR_156912	404	1413	411	150	278.0	2.1499999999999995e-74	79.319	326	74	326	11	10	1450156	Defluviitalea raffinosedens strain A6 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11274:3440	NR_117912	404	1495	411	150	278.0	2.1499999999999995e-74	79.319	326	74	326	11	11	879970	Defluviitalea saccharophila strain LIND6LT2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11274:3440	NR_148837	404	1520	409	149	276.0	7.729999999999999e-74	79.218	324	75	324	10	10	1675854	Abyssivirga alkaniphila strain L81 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11274:3440	NR_117645	404	1444	409	149	276.0	7.729999999999999e-74	79.218	324	75	324	10	10	1185412	Vallitalea guaymasensis strain Ra1766G1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11274:3440	NR_108636	404	1497	408	149	276.0	7.729999999999999e-74	79.167	323	77	323	8	8	682400	Natranaerovirga pectinivora strain AP3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11274:3440	NR_117690	404	1499	406	143	265.0	1.67e-70	78.571	319	83	319	4	4	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11274:3440	NR_117689	404	1518	406	143	265.0	1.67e-70	78.571	319	83	319	4	4	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11274:3440	NR_117688	404	1500	406	143	265.0	1.67e-70	78.571	319	83	319	4	4	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11274:3440	NR_117687	404	1500	406	143	265.0	1.67e-70	78.571	319	83	319	4	4	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:11274:3440	NR_025390	404	1487	408	140	259.0	7.78e-69	78.431	320	80	320	8	8	115544	Parasporobacterium paucivorans strain SYR1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:19504:3456	NR_156912	404	1413	411	150	278.0	2.1499999999999995e-74	79.319	326	74	326	11	10	1450156	Defluviitalea raffinosedens strain A6 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:19504:3456	NR_117912	404	1495	411	150	278.0	2.1499999999999995e-74	79.319	326	74	326	11	11	879970	Defluviitalea saccharophila strain LIND6LT2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:19504:3456	NR_148837	404	1520	409	149	276.0	7.729999999999999e-74	79.218	324	75	324	10	10	1675854	Abyssivirga alkaniphila strain L81 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:19504:3456	NR_117645	404	1444	409	149	276.0	7.729999999999999e-74	79.218	324	75	324	10	10	1185412	Vallitalea guaymasensis strain Ra1766G1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:19504:3456	NR_108636	404	1497	408	149	276.0	7.729999999999999e-74	79.167	323	77	323	8	8	682400	Natranaerovirga pectinivora strain AP3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:19504:3456	NR_117690	404	1499	406	143	265.0	1.67e-70	78.571	319	83	319	4	4	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:19504:3456	NR_117689	404	1518	406	143	265.0	1.67e-70	78.571	319	83	319	4	4	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:19504:3456	NR_117688	404	1500	406	143	265.0	1.67e-70	78.571	319	83	319	4	4	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:19504:3456	NR_117687	404	1500	406	143	265.0	1.67e-70	78.571	319	83	319	4	4	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:19504:3456	NR_025390	404	1487	408	140	259.0	7.78e-69	78.431	320	80	320	8	8	115544	Parasporobacterium paucivorans strain SYR1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:14834:3489	NR_157650	404	1444	404	401	741.0	0.0	99.75200000000001	403	1	403	0	0	1844006	Phaeobacter porticola strain P97 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:14834:3489	NR_117639	404	1355	404	392	725.0	0.0	99.01	400	4	400	0	0	1144477	Pseudophaeobacter leonis strain 306 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:14834:3489	NR_043888	404	1425	404	392	725.0	0.0	99.01	400	4	400	0	0	999550	Pseudophaeobacter arcticus DSM 23566 strain 20188 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:14834:3489	NR_121711	404	1468	404	383	708.0	0.0	98.26700000000001	397	7	397	0	0	999552	Leisingera methylohalidivorans DSM 14336 strain MB2 16S ribosomal RNA, complete sequence
M01323:399:000000000-B29GY:1:1102:14834:3489	NR_118541	404	1380	404	383	708.0	0.0	98.26700000000001	397	7	397	0	0	999548	Phaeobacter inhibens DSM 16374 strain T5 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:14834:3489	NR_115891	404	1309	404	383	708.0	0.0	98.26700000000001	397	7	397	0	0	999552	Leisingera methylohalidivorans DSM 14336 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:14834:3489	NR_044158	404	1382	404	383	708.0	0.0	98.26700000000001	397	7	397	0	0	420403	Pelagicola litoralis strain CL-ES2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:14834:3489	NR_042761	404	1386	404	383	708.0	0.0	98.26700000000001	397	7	397	0	0	999548	Phaeobacter inhibens DSM 16374 strain T5 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:14834:3489	NR_117647	404	1399	404	380	702.0	0.0	98.02	396	8	396	0	0	1200284	Ruegeria litorea R37 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:14834:3489	NR_042670	404	1396	404	380	702.0	0.0	98.02	396	8	396	0	0	476529	Leisingera aquimarina strain R-26159 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:17279:3581	NR_153747	429	1539	429	408	754.0	0.0	98.368	422	7	422	0	0	374837	Marinomonas blandensis strain MED121 16S ribosomal RNA, complete sequence
M01323:399:000000000-B29GY:1:1102:17279:3581	NR_151935	429	1486	431	369	682.0	0.0	95.36	411	16	411	4	4	1806667	Marinomonas gallaica strain Cmf 17.2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:17279:3581	NR_151936	429	1489	431	366	676.0	0.0	95.12799999999999	410	17	410	4	4	1806668	Marinomonas atlantica strain Cmf 18.22 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:17279:3581	NR_133775	429	1411	433	366	676.0	0.0	95.15	412	13	412	8	7	1137284	Marinomonas fungiae strain AN44 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:17279:3581	NR_042965	429	1535	431	363	671.0	0.0	94.896	409	18	409	4	4	264739	Marinomonas pontica strain 46-16 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:17279:3581	NR_122094	429	1425	431	361	667.0	0.0	94.664	408	19	408	4	4	990933	Marinomonas brasilensis strain R-40503 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:17279:3581	NR_043467	429	1495	431	361	667.0	0.0	94.664	408	19	408	4	4	328224	Marinomonas dokdonensis strain DSW10-10 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:17279:3581	NR_074719	429	1528	430	360	665.0	0.0	94.65100000000001	407	21	407	2	2	491952	Marinomonas posidonica IVIA-Po-181 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:17279:3581	NR_074697	429	1527	430	360	665.0	0.0	94.65100000000001	407	21	407	2	2	717774	Marinomonas mediterranea MMB-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:17279:3581	NR_114181	429	1421	430	360	665.0	0.0	94.65100000000001	407	21	407	2	2	119864	Marinomonas mediterranea strain NBRC 103028 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:15927:3650	NR_157650	404	1444	404	395	730.0	0.0	99.257	401	3	401	0	0	1844006	Phaeobacter porticola strain P97 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:15927:3650	NR_117639	404	1355	404	386	713.0	0.0	98.515	398	6	398	0	0	1144477	Pseudophaeobacter leonis strain 306 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:15927:3650	NR_043888	404	1425	404	386	713.0	0.0	98.515	398	6	398	0	0	999550	Pseudophaeobacter arcticus DSM 23566 strain 20188 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:15927:3650	NR_121711	404	1468	404	377	697.0	0.0	97.772	395	9	395	0	0	999552	Leisingera methylohalidivorans DSM 14336 strain MB2 16S ribosomal RNA, complete sequence
M01323:399:000000000-B29GY:1:1102:15927:3650	NR_118541	404	1380	404	377	697.0	0.0	97.772	395	9	395	0	0	999548	Phaeobacter inhibens DSM 16374 strain T5 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:15927:3650	NR_115891	404	1309	404	377	697.0	0.0	97.772	395	9	395	0	0	999552	Leisingera methylohalidivorans DSM 14336 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:15927:3650	NR_044158	404	1382	404	377	697.0	0.0	97.772	395	9	395	0	0	420403	Pelagicola litoralis strain CL-ES2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:15927:3650	NR_042761	404	1386	404	377	697.0	0.0	97.772	395	9	395	0	0	999548	Phaeobacter inhibens DSM 16374 strain T5 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:15927:3650	NR_117647	404	1399	404	374	691.0	0.0	97.525	394	10	394	0	0	1200284	Ruegeria litorea R37 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:15927:3650	NR_042670	404	1396	404	374	691.0	0.0	97.525	394	10	394	0	0	476529	Leisingera aquimarina strain R-26159 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18134:3672	NR_044837	429	1462	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	1117315	Pseudoalteromonas haloplanktis ATCC 14393 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18134:3672	NR_114188	429	1461	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	28109	Pseudoalteromonas nigrifaciens strain NBRC 103036 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18134:3672	NR_025654	429	1506	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	166934	Pseudoalteromonas paragorgicola strain KMM 3548 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18134:3672	NR_025509	429	1505	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	1312369	Pseudoalteromonas agarivorans DSM 14585 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18134:3672	NR_114436	429	1458	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	77608	Pseudoalteromonas distincta strain KMM 638 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18134:3672	NR_028722	429	1494	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	81037	Pseudoalteromonas elyakovii strain KMM 162 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18134:3672	NR_026222	429	1436	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	28109	Pseudoalteromonas nigrifaciens strain NCIMB 8614 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18134:3672	NR_114191	429	1393	426	423	782.0	0.0	99.765	425	1	425	0	0	43660	Pseudoalteromonas undina strain NBRC 103039 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18134:3672	NR_114187	429	1459	426	423	782.0	0.0	99.765	425	1	425	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain NBRC 103034 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:18134:3672	NR_114186	429	1461	426	423	782.0	0.0	99.765	425	1	425	0	0	288	Pseudoalteromonas atlantica strain NBRC 103033 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5867:3691	NR_043547	404	1400	404	395	730.0	0.0	99.257	401	3	401	0	0	335975	Sulfitobacter litoralis strain Iso 3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5867:3691	NR_125460	404	1321	404	377	697.0	0.0	97.772	395	9	395	0	0	1246864	Sulfitobacter porphyrae strain SCM-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5867:3691	NR_115917	404	1307	404	377	697.0	0.0	97.772	395	9	395	0	0	218673	Sulfitobacter dubius strain LMG20555 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5867:3691	NR_115898	404	1307	404	377	697.0	0.0	97.772	395	9	395	0	0	225422	Sulfitobacter indolifex strain DSM 14862 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5867:3691	NR_025691	404	1430	404	377	697.0	0.0	97.772	395	9	395	0	0	218673	Sulfitobacter dubius strain KMM 3554 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5867:3691	NR_134206	404	1411	404	371	686.0	0.0	97.277	393	11	393	0	0	1342301	Sulfitobacter noctilucicola strain NB-77 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5867:3691	NR_134204	404	1413	404	371	686.0	0.0	97.277	393	11	393	0	0	1342299	Sulfitobacter geojensis strain MM-124 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5867:3691	NR_102909	404	1452	404	371	686.0	0.0	97.277	393	11	393	0	0	375451	Roseobacter denitrificans OCh 114 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5867:3691	NR_136874	404	1321	404	371	686.0	0.0	97.277	393	11	393	0	0	1499314	Sulfitobacter pacificus strain SCM2-10 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5867:3691	NR_115907	404	1307	404	371	686.0	0.0	97.277	393	11	393	0	0	2434	Roseobacter denitrificans strain NBRC15277 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5869:3710	NR_043547	404	1400	404	404	747.0	0.0	100.0	404	0	404	0	0	335975	Sulfitobacter litoralis strain Iso 3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5869:3710	NR_125460	404	1321	404	386	713.0	0.0	98.515	398	6	398	0	0	1246864	Sulfitobacter porphyrae strain SCM-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5869:3710	NR_115917	404	1307	404	386	713.0	0.0	98.515	398	6	398	0	0	218673	Sulfitobacter dubius strain LMG20555 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5869:3710	NR_115898	404	1307	404	386	713.0	0.0	98.515	398	6	398	0	0	225422	Sulfitobacter indolifex strain DSM 14862 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5869:3710	NR_025691	404	1430	404	386	713.0	0.0	98.515	398	6	398	0	0	218673	Sulfitobacter dubius strain KMM 3554 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5869:3710	NR_134206	404	1411	404	380	702.0	0.0	98.02	396	8	396	0	0	1342301	Sulfitobacter noctilucicola strain NB-77 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5869:3710	NR_134204	404	1413	404	380	702.0	0.0	98.02	396	8	396	0	0	1342299	Sulfitobacter geojensis strain MM-124 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5869:3710	NR_102909	404	1452	404	380	702.0	0.0	98.02	396	8	396	0	0	375451	Roseobacter denitrificans OCh 114 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5869:3710	NR_136874	404	1321	404	380	702.0	0.0	98.02	396	8	396	0	0	1499314	Sulfitobacter pacificus strain SCM2-10 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:5869:3710	NR_115907	404	1307	404	380	702.0	0.0	98.02	396	8	396	0	0	2434	Roseobacter denitrificans strain NBRC15277 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:25062:3740	NR_114191	429	1393	429	423	782.0	0.0	99.53399999999999	427	2	427	0	0	43660	Pseudoalteromonas undina strain NBRC 103039 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:25062:3740	NR_114187	429	1459	429	423	782.0	0.0	99.53399999999999	427	2	427	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain NBRC 103034 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1102:25062:3740	NR_114186	429	1461	429	423	782.0	0.0	99.53399999999999	427	2	427	0	0	288	Pseudoalteromonas atlantica strain NBRC 103033 16S ribosomal RNA, partial sequence
